"","sentiment.score","ReviewContent","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"878",4.75,"I had previously read ""Gone Girl"" as a book recommended to me by a friend.  Liked the book but didn't think it was anything ""great"".  The Girl On the Train is great!!  Admittedly, I can be a bit of a snob when it comes to books.  I have ""divorced"" more than one book before reading even twenty pages - live is too short and there are too many truly good books to read.  An interesting and unpredictable plot is no longer enough to satisfy me as a reader.  I need smart writing and, frankly, a vocabulary that challenges me without being tedious.  The Girl On the Train is all of that and more - suspenseful with a unique storyline and human.  I have given it my highest endorsement - recommending it to my friends.  Waiting to hear more from you, Paula Hawkins.",0,2,0,1,3,0,4,2,4,8
"880",3.95,"I read this right on the heels of another multiple-perspective suspense novel.  While the first one felt very flat, this story seemed to pop to life from the very beginning, and while the characters in the other book were boring, these were interesting.  Just when you think you knew something about them, they were still able to pull off a surprise or two.  While the overall tone is not comedic, there were occasional moments that made me laugh out loud.  I enjoyed getting into their minds.  The other thing I enjoyed about this book is that I could really visualize very vividly what was going on, and I kept feeling like this could easily be adapted as a film.  I look forward to reading more from Paula Hawkins!",1,2,1,3,3,1,6,1,3,7
"881",1.9,"The story compelled me into reading at any interval I could justify so that I could get to the end.  It dragged for me in the very beginning with the extensive description of Rachel's alcoholic behaviors.  It did set it up well, however, for the way through the rest of the story.It is a good psycho-thriller.",0,1,0,0,1,0,1,1,0,4
"882",2.2,"At first I found the book a bit difficult to follow because it jumped from character to character and dates kept changing with the change of characters. I quickly realized I had to pay attention to which character and what the date was when going to a new chapter.  But I found the book intriguing from the first page. I couldn't put it down. Well written - - a great mystery.",0,2,0,2,2,0,1,2,0,3
"884",0.0500000000000001,"This is just not my kind of book.  I prefer they Clancy type books. However with ll the hope and the new movie I thought. I would raid it.  A long story abut crazy chicks is not for me.  I figured our who killed Megan about mid-way though the book.  It droned on and on until the last few chapters.",2,3,0,2,2,1,2,3,2,3
"885",1.2,"At first this book was confusing as could be.  I finally figured out that the author is jumping from two different characters - both written in First Person.  Then I re-started the book.  And as it progressed, a third character was also added - written in First Person.It is a great story - had me guessing right up to the very end.",0,1,1,0,1,0,1,2,0,2
"886",1.85,"<<possible spoiler-ish info, so use caution>>Paula Hawkins' debut novel hooks you pretty quickly.Rachel Watson takes the same train to and from her suburban London home every day. She has grown accustomed to the people on the train, and the things the train passes along its route, especially a set of houses set back from the tracks. Most days the train stops at a signal which allows her to observe the people in those houses, and she imagines they are living happier lives than she is. She often sees one attractive couple, whom she's named Jason and Jess, and she's invented careers for them, and feels so good about their relationship.One day, what she sees from her seat on the train shocks her. ""Jess"" is kissing another man! How could she jeopardize the perfect relationship that she and ""Jason"" have? Rachel is devastated and angry, since her own life is in a shambles, and she has idealized this couple she doesn't know. And when ""Jess,"" whose real name is Megan, disappears the next day, Rachel is shocked—and feels that she needs to tell the police what she saw. Little by little, she gets more involved in the investigation about what happened to Megan, because she wants to do her part, and she feels that she knows something.The thing is, though, Rachel isn't entirely reliable. She has a bit of a drinking problem—well, a big drinking problem. And sometimes she has trouble remembering what happens when she drinks. But she has this feeling she might have seen what happened to Megan. If only she could remember...""I have lost control over everything, even the places in my head.""The Girl on the Train is the story of a woman who feels as if life has tossed her out, and she cannot regain her momentum. She is desperate to feel needed, to feel wanted, included again, so when she sees an opportunity to try and help out with the investigation into Megan's disappearance she jumps at the chance. But she doesn't count on her own lies and inadequacies being revealed, or being forced to confront her own issues.Hawkins is a terrific writer and has written a taut, compelling book, despite the fact that many of its characters are pretty unlikeable. The book is told from multiple perspectives—Rachel, Megan, and Anna, Rachel's ex-husband's new wife. I found my mind spinning with all of the different possibilities of what happened, and what was going to happen. I came up with outlandish theories, theories that seemed they had merit, and one I hoped wouldn't be the case.Then sadly, in my mind, Hawkins punted. She took the easy way out, and it honestly killed the book for me. I don't think I'm smarter than many people, although I guess I read a lot of thrillers, but I totally saw the ending coming. I was truly disappointed.I'd definitely encourage you to read this book and formulate your own opinions. So many people have absolutely loved it in its entirety, and been shocked by the way everything transpires, so perhaps you will as well. I think for the most part, this is a pretty great book, and I look forward to seeing what comes next in Hawkins' career.",6,11,3,7,6,8,4,12,15,18
"887",0.85,"Truly, one of the worst books I've read in years. Though it tries to be suspenseful, it is simply chaotic – yet fashionably predictable. The writing leaves a lot to be desired. I'm sure the film will be different, but I simply cannot recommend this book. It took a lot of will to finish it.",1,0,0,0,0,0,0,1,1,1
"888",2.5,"This is what you call a true novel. I loved the way the writer took time to build up the scenes. The writer also used the pen with the plot to make you think as well as talking about more in each scene. The writer makes you feel like you are in the scene and in the mind of the character.",0,1,0,0,0,0,0,0,0,2
"889",0.35,"I got 60% of the way through the book and had to look up the ending on Wikipedia because I couldn't read anymore. The characters are incredibly unlikeable. Rachel, the main narrator makes terrible dicisions again and again even though she is fully aware that they terrible. 90% of what I read was Rachel being drunk when she was trying to be sober and harassing people.",2,0,1,1,0,1,0,1,1,2
"892",0.35,"A real ""who done it"" story. The author draws you into each of the woman's lives then twist and turns them around. Not sure who is responsible for the outcome of the story, all lives interact with one another. Because this happened then this happens but wait.... Because what was witnessed while on the train rolling past..... All intertwined. This is a very good murder mystery book.I probably should give this a five star but I hated the gruesome ending. It was the right ending....I just don't like violence.  I usually stay away from murder mysteries but it was our book club pick for the month. I am glad we picked it.I don't think I will ever get drunk ( not that I ever have but I will never contemplate it now) after reading this one!",2,5,2,2,3,2,3,5,4,9
"893",0.5,"Took me about a day of reading to get through, and not that i expected the ending exactly  just due to the cues not being very present but i knew something big was going to shift. I feel like the book should have been two in a series because the cast completely shifted in the last chapters.I will say that it was evoking how accurate Rachel's narriations on alcoholism were.Won't be reading again but probably will go see the movie soon, but not on opening weekend to avoid the seburban housewives who read this in their book club.",1,2,1,2,1,1,1,3,2,4
"894",0.2,"Every book today is compared to Gone Girl. Its the New Gone Girl,the Newer Gone Girl,  the Newest Gone Girl. So for those of you expecting a Gone Girl Repeat, this book will disappoint you.  I for one did not love Gone Girl.  However, as The Girl on the Train has amassed 10,000 plus reviews on Amazon, it has just as much hype as Gone Girl.  Train's premise is fun especially for those of us who enjoy peering in people's houses  and lives unobserved from the window of a train or car but  the execution is amateur. Still it is a compelling read.  Rachel is a fun character, a total loser who has kind of accepted her rejected, drunken status and doesn't seem to get to rattled about anything.  Won't take too much figuring out to guess who the killer is in this book but all the same, its a pleasant way to pass a few hours.",2,5,2,1,5,2,2,4,5,7
"895",1.3,"While this was a  most interesting and entertaining book, and It occupied my thoughts when I put it down, I find I can not give it the four or five stars it would otherwise get from me because the voices of the three main women were too similar. I often had to refer to the name at the beginning of the chapter to see who it was about, or read deeply enough into the story to get the gist. There were no individual telltale words or patterns of expression to tell which one the chapter was supposedly written by. Voice is the only major problem I see.",1,1,0,1,1,1,0,0,2,4
"896",5.6,"There's a good reason this is coming out in movie format.  It's GREAT!  Kind of made me feel engrossed in the same way ""Gone Girl"" did.  I had to keep checking the time line to keep things straight in my head.  I'll be interested to see how the movie works with that.  Let your imagination take you through the visuals your mind creates before watching Emily Blunt create a whole different picture.  I'm sure the buzz about the movie is right and this will be a winner.  How could it not be with that woman acting the starring role in a story this dark?",0,5,1,1,4,2,2,2,0,7
"897",2.65,"I love to read a book before hi see a movie when I can.  You know the book is always better, but I actually look forward to the changes.  Seeing how they pictured the characters compared to me.I think it took a little while for the book to pick up and for me to get use to the back and forth between characters, but by the end I was looking forward to the end of one person's point of view so I could read the others and compare.I like that I didn't put it all together early on.  I was surprised when I knew who did it.",0,0,0,0,1,0,1,0,0,3
"898",6.05,"I read this book in a couple of days and enjoyed it.  I thought it was well written and I liked how each chapter was from a different character's point of view.  None of the characters were that likable, but then, who is?  :)But seriously, the main character was weak and did some pretty foolish things.  However, this made her interesting and you never knew what she was going to do next.  I do wish that she'd ended up being stronger after all she'd gone through, but she was still running away from things and afraid in the end.  I'd recommend this book as a fun, suspenseful and easy read.",0,3,0,1,2,0,0,2,2,5
"899",4.3,"Ugh. This book reminded me so much of Gone Girl. I think I'm one of the only people I know that hasn't liked either. Both of them I did finish because I wanted to know how they ended. This book was a little more satisfying at the end, but not by much. I found myself not LIKING any of the characters. I couldn't pull for anyone, because they were all so unlikable. In the beginning, the main character makes up stories about strangers she sees regularly. Who with an imagination hasn't done that? After that, the story becomes rather far fetched. If you're bored and need something to read because you've read all the books by your favorite authors, then try this. Otherwise, there are many better bets out there. I just finished What She Left Behind. Loved that!",0,0,0,0,3,0,0,3,0,5
"900",1.3,"Sure the plot devices of this novel are a little silly and far-fetched. Sure the main character gets asked to specific locations because the story requires it in order for the plot to continue. Sure the ending deserves a couple of eye-rolls.But who cares? The central mystery of the novel is compelling enough to make you HAVE to know how it ends. I read the entire book in a day and would recommend it to anyone who likes to read FOR FUN.Haters gonna hate, but this book has more mystery and suspense that 99% of basically everything else.",1,4,1,2,2,1,2,2,2,5
"902",4.2,"This book is absolutely riveting. It is one of the best mysteries I have read in a long time. The writing drew me in from the very first page and I could hardly put the book down after that. Anyone who likes books by Tess Gerritsen will love this book. I liked the character of Rachel, even though she could be so exasperating. While the other characters were a bit less likeable, I could emphasize with them. The ending was a surprise to me, which was nice. I don't like to figure out "" who dunnit"" halfway through the book. I cannot speak to the comparison to Gone Girl. I saw the movie and thought it was just awful, so I never read the book. I highly recommend The Girl on the Train, and do look forward to the movie.",1,3,1,2,2,1,1,2,2,5
"904",1.95,"At first I wasn't sure I'd like the book, as it started quite slowly and almost burdensome at times. But I stuck with it, and I'm glad I did! As the author gave us more details about each character, she started weaving the web that eventually trapped me and I was hopelessly and deliciously entangled. As she fed more and more details, the story took many right and left turns, and each time I thought I'd solved the mystery another detail was leaked and I found I was completely wrong. I could not help but finish the shocking climax in one sitting, each event unfolding at just the right place, finishing with the most unlikely heroine saving the day. Get and read this book - and be prepared for good ride. All aboard!",1,7,1,2,4,2,3,6,3,8
"905",1.95,"I had anticipated a bit more writing talent, this was an okay story, one good enough to not put down without finishing but, on the other hand, had I lost it or not finished it I would not have cared.Made out to be much more suspenseful than I found it to be and the details a bit outlandish, like trying to fit jigsaw puzzle pieces into a puzzle where they truly don't fit and say "" there, that's good enough"".Read it if there's nothing better around but I would not pay for it.  Just okay.",0,2,0,0,3,1,1,3,2,4
"906",2,"This book starts to engage you from the beginning.  I had not read the book when it first came out, but thought I should when I became aware that a movie was being made with one of my favorite actresses, Emily Blunt.  I enjoyed the pity, irritation, and fondness I had for the main character.  Sometimes she was hard to like, but the author kept me stringing along.  I won't write more because I hate when someone writes a spoiler.  If you haven't yet read this book read it now it is truly a great story that is well written in a great style!",2,1,2,1,2,4,0,2,3,4
"909",4.4,"""The Girl on the Train"" is a voyeuristic, cleverly plotted thrill ride.  Paula Hawkins is a first-time novelist.  She's a writer and editor by profession though, so 'Train' is no flying blind leap into a new career.  The writing and plotting here is ingenious and first rate.Were someone to tell you about the literary device employed here --- three first-person voices, alternating by paragraph, over different time periods -- you might think, jeez, that sounds hard to follow.  It's not. You pick up on it right away and get immediately into the flow.You can almost see the cinema version of the book in your mind's eye as you blitz through it.  So, no surprise then to read that Dreamworks preemptively acquired the rights to Hawkins' work late last year.",0,4,0,3,2,1,3,0,3,10
"911",2.35,"I usually don't read these kinds of books, I think mostly meant for women.  But, once I got into the story and the twists and turns, I could not put it down.  I too wondered all along who the culprit might have been, and was somewhat surprised when I learned it all near the end of the book.  Although an interesting presentation, the chapters for a particular character need not have been identified as ""Morning"", ""Noon"" and ""Night"".  Somewhat different for sure, but a little irritating that was not necessary for the reader.  Excellent description of the neighborhoods outside London, and the train service which is also very good.  I have used it myself, on a holiday.  Easy to get around for sure.  So keep up the good writing and let us see what's out there soon.",1,2,1,0,3,0,2,2,2,5
"912",0.35,"yuck!  I just disliked this book so much.  it seemed like a real take-off of 'gone girl' in some places and at times it felt as if some of the episodes were lifted directly from that book.  at any rate, I did finish it but am now looking to give it away to anyone I can since I don't plan on making it part of my permanent library.",1,1,0,0,0,1,0,1,1,2
"913",1.05,"This book was recommended to me by a friend.  It's not the type of book that I normally choose.  When I first started reading, I wasn't quite sure that I was going to like it.  Rachel, the main character, was somewhat annoying to me (and this feeling lasting throughout most of the book).  It was also a little confusing switching back and forth between characters.  However, after a few chapters, I was hooked.  The author had a way of describing the characters that made you feel like you knew them.  Although it did take me a little while to really get into the story, before long it was hard to put down.  It is very suspenseful.",2,2,1,1,2,1,1,3,3,5
"914",1.65,"Its a good read; it pulls you in, never boring. Hawkins' use of multiple narrators helps the story flow well.  It is a dark story. The characters are each unlikable, some less than others, like Rachel, the main character. She is the only one in the book I could feel for.  I can't quite understand why some characters were the way the were, like Detective Riley. I guess my imagination will fill in the gaps there. There is a turning point in which the book becomes a bit predictable, but I can't say when as not to give away any spoilers.",0,1,0,0,1,1,2,2,1,3
"915",1.6,"I was hopeful with this book but truthfully was not very impressed.  While it had alternating persons telling the story, it jumped around too much at first in my honest opinion.  I knew it would ultimately come together at the end, but I found myself questioning whether the author was trying to be ""sophisticated"" and it was a little unnecessary, because not only did they describe a certain date but also whether it was the morning or evening.  That could've easily been determined if it wasn't broken up into sub-categories but just mentioned in the writing.  I also didn't find too much depth in the characters.  It was clear one of the handful of characters was the guilty party and it wasn't difficult to figure out by process of elimination.  It was a little disappointing. Just my 2c.",4,2,2,4,3,5,1,5,4,7
"916",1,"This book takes hold of you from the very first page and never lets go.  You get involved with the characters,  the plot, and all the twists and turns.  Can't wait to see the movie.  Hope Hollywood does it good.",0,3,0,0,2,0,2,2,1,2
"920",1.65,"This book is a very good read.  I have been at the book store and near the shelves that house this book and heard a person giving their opinion of the book to others and they could not have been more wrong. Then turning to me and saying ""Don't waste your time it is not a good book.""  Not to give any spoilers but what they were commenting about was the writing and how it was a little ""All over"".  It is supposed to be written like that, from the point view of the main character who has some issues and needs to figure out what is real or not.  I really enjoyed this book and know several others who have too.",0,3,1,0,1,0,1,2,2,5
"921",1.85,"I was spellbound, could not wait to get to this book every day, but my balloon of excitement and admiration burst with the ending. It was as if the author could not think of a good ending, so decided:""Let me get this over with, I will just write anything to end this mystery"", and here we were stranded with a no good solution that did not hold water after all the excitement that we had built up.Inger Ross-Kristensen",0,4,0,0,3,0,3,3,2,5
"923",0.1,"Confusing ... took me 3 times to get through the beginning because of the way the author makes the name of each chapter a character's name and goes back and forth in time.  For this reason, I had to keep putting it down.  Then time lapsed and I had to start over.  Finally put it down again for a long time and decided just finish it already which I did quickly.  Picked up the last 40 pages so only an OK.",0,4,1,0,1,0,1,2,0,3
"924",3.85,"Good opening, entices the reader into the story.  The three person narratives at times became confusing, especially if the reader put down the book and did not read it straight through, since there certain similarities in the character's traits. The author made good use of an ordinary circumstance of daily train riding to bring home a lot of good points.  The train is a metaphor for the lives of the three women in varying stages of decision making; Rachel caught in between life and destruction, Anna craving to move and Meghan who actually does make a move. I found their stories so intertwined for a while I thought they might be one woman with three personalities. I found the ending justified and was glad the author indicated the forward movement of the remaining characters. A good, light summer read.",1,5,0,0,3,0,1,3,1,6
"926",4.05,"This is a page turner. I was completely engaged in the story and always in suspense. I loved how the writing alternated between characters and how you really get in their head and yet see what they think of the others! The alcoholism was accurately portrayed. So glad I did not watch the movie first as I wanted to create my own visuals and see if the director was able to bring it. Good movie but disappointing in regard to being true to the story and bringing the suspense. For one the setting takes place in the USA in the movie. Wtf? I wanted it to be in England! Too many things missing from the movie as well, but thats the way it is. Books are ALWAYS better! Great read. I recommended it to my friends and they were NOT disappointed!",2,5,2,4,4,4,2,3,4,6
"927",3,"The book was well written: there weren't many cliche' bits and there wasnt too corny an ending.  It kept me up thinking and wanting to continue to read on, even as my eyes were shutting. Interesting twists and turns to keep us off guessing how things would work up to the end.  Definitely a youth or young adult read.",1,3,0,1,2,1,2,1,1,4
"928",0.4,"I am in the minority that didn't love this book.  It was slow in places and the final twist fell flat for me.  I guessed the person about half way through and was disappointed to find out that I was right.  I did like the feeling of being the person on the train who is playing Nancy Drew to help solve the mystery, however the drunken blackouts became predictable and made me skim the pages a bit.  I enjoyed the writing, however I would not call this the next Gone Girl.  I do not think the writing quality or story telling is anywhere near that of Gillian Flynn.  I think if you are looking for a Flynn style psychological thriller, you should pick up Mud Vein or Marrow by Tarryn Fisher.  The Girl On The Train is not as dark and twisted as I was hoping it to be.",2,2,3,1,3,4,2,2,6,4
"929",1.75,"I bought this book mainly because it had been #1 NYTimes best-seller.  Big mistake.  I regret the time I wasted reading it.The vast majority of the plot energy centers around the female protagonists triumphantly discovering, verifying, agonizing over, and obsessing over the infidelity of their husbands. There is not one word about any attempts to solve problems or make a better marriage. There is not one word about the good side of any marriage.. On the contrary,If this bleep is to be believed, the only propose of marriage is lose-lose to give e the wife cause to feel bigtime aggrieved.  If that were the case, women's best course would always be to avoid marriage altogetherThat said, Hawkins weaves  in a powerful and non-preachy.anti-alcohol subtext.  If this book saves one young woman from life-destroying ravages of drink, that would be terrific.  But a good read it is not.",5,5,4,7,5,7,3,6,10,8
"930",4.35,"Mixed emotions here.  I was really looking forward to this book, based on the reviews, liking this type of book, having lived in London, and rode the train numerous times.  Maybe my expectations were, therefore, too high.  I found it hard to ""root for"" anyone; even the main character was hard to feel for, as her difficulties were for the most part self inflicted.  You have to pay attention reading this book.  The chapters switch among the three main characters, which was easy enough to follow.  But what I missed at first is that they are not necessarily in chronological order.  So when I got to a new chapter and saw which character's perspective was being told, I had to read the date and then go back to the previous chapter and compare dates to see if I was going backwards in time.  Easy enough to figure out, but just something to keep track of.  I never got to the point of ""can't wait to pick it up and read some more"", although I was interested enough to finish it just to see what happened.  I thought the writing was well done.  Good book, not great.",0,6,2,0,4,2,1,4,3,10
"932",1.75,"A good read.  I like books instead of movies, so this was one that I might've gone to ""see"" in the theatre...  (I know there's a movie now and am considering it.)  Loved the twists and turns and the ending.",0,1,0,0,1,0,1,1,0,1
"933",2.2,"very nice book with a well written easy to read. a surprising events and you will not understand until you finish the book. every single corner of this novel contain a story. waiting to see the movie.",0,0,0,0,0,0,1,0,0,0
"935",0.95,"I found this book very difficult to get into at the start. I had to go back to the previous chapter to check dates, but once I realized what the author was doing, the story became more suspenseful. It starts with Rachel, a train commuter, imagining the life stories of the people she sees out the window of the train everyday as she passes. She is especially concerned with a couple that lives in a house in her old neighborhood. She believes their life to be perfect. But all that changes as the woman turns out to be missing and the story turns to reality. Now the author moves the story along as told by the three main characters viewing the same events from each characters point of view. It was very interesting and difficult to decide who had the correct view as each had their own previous experiences that colors their outlook and Rachel has a drinking problem with blackouts. Rachel complicates matters becoming involved in the reality mixing it with what she had imagined.Even though I had trouble getting started, I kept reading because of all the previous great reviews and was rewarded with a great and differently told mystery story.",0,4,0,4,2,3,2,3,3,6
"936",2.25,"Let's get something straight, I finished this book in less than 24 hours. Couldn't put it down but mostly because I wanted to see if I was right...and I was. Writing-good, characters-good, storyline-good. But if you're a regular reader of thrillers then it's not difficult to figure out. All that being said, I'm glad I read it and I look forward to the movie in October.",0,2,0,1,2,0,1,1,0,4
"937",0.9,"This book is often compared to Gillian Flynn's Gone Girl, which was a much better book IMO. As I read this book I was often able to predict what would happen next, and the author's attempts to create suspense<U+200B> sometimes fell flat.",0,3,0,1,1,1,1,0,1,1
"938",0.05,"I was surprised to see so many five star reviews for this book. About the only part I could agree with was that Rachel's character was indeed bleak. The plot was limited as a soap opera, and I felt there had to be more to Rachel as a human being than this sniveling, self-absorbed wimp completely dependent on others. All three women base their happiness on whether or not they are desired by men. Scenes of confrontation that could be have been filled with dramatic tension, such as the ending scenes with Rachel and Anna, or Rachel and Tom, ended up contrived and ho-hum. I wanted Rachel to discover something about herself or reach deep within for inner strength she didn't know she had. I like to be left with thought-provoking ideas at the end of a book. I didn't feel anything with Girl on the Train.",4,4,2,2,3,3,2,5,5,8
"939",4.25,"Though the book, like a train, took a bit to get up to speed, I really liked where Paula went with this.  I found myself becoming attached to the 3 main characters and loved how their stories unfolded. The read is pretty simple, yet very enjoyable.",0,1,0,0,2,0,0,2,0,3
"940",1.6,"I absolutely loved this book. I have heard it being compared to Gillian Flynn's works, and I guess I see a slight similarity, but Hawkins did a great job of setting her own tone & pace. It's painful reading from the main character's perspective sometimes because she is just so screwed up, but the book itself was a great read. Enough twists and turns to keep me on my toes, and only a tiny bit predictable on occasion.I have said this to everyone I've recommended it to: The main character's room mate is the unsung hero of the book. What she deals with... pffft. I don't think I know anyone who would tolerate their room mate to act the way the main character does.",3,1,1,1,1,2,2,2,4,5
"941",0.0500000000000001,"A very dark and depressing book. I only finished reading it because I wanted to find out who the murderer was. I didn't care for the chapters toggling between dates in time and characters. The three main female characters were hard to differentiate in personality as were the two male characters. Lastly, the book would have been much more enjoyable if a British vernacular was used. Were it not for the names of the towns and a few other words or phrases, one would think the setting was in Canada or the US.",2,1,2,1,0,3,0,0,3,3
"942",2.35,"This novel is written exactly as a movie, particularly the doble ending, so you're actually reading a thriller you might as well watch in a theater.  The writing is compelling and keeps you reading until you realize this is just another story written by the numbers with a very predictable ending.  Female characters are minimally interesting and the men don't come through as real and the action and red herrings are very transparent. If you are a regular reader of thriller and mysteries, you'll guess this one before you're half way through.  I suggest wait for the film that is already made or buy a cheap used softcover.",0,2,0,1,0,0,1,2,2,8
"944",4.65,"I really enjoyed this novel.  There's already tons of in-depth reviews, so I'm not going to do that.  I will say that at the beginning I was saying to myself, well this is just odd.  But soon I was completely involved and didn't want to put it down.  After I finished, I needed to talk about it, it really stuck with me.  So I googled the title and found a fantastic spoiler discussion and that was a great debrief for me.  It was really great to see what everyone thought of different things.  Specifically, I was shocked when I read that some people knew whodunnit before half way.  I certainly did not identify the person, and only had a pretty good guess before the denouement.  I may read it again.  I thoroughly enjoyed this book.",0,3,0,0,3,1,2,5,1,8
"945",4.5,"Good story, though a bit dark.  I actually detest books and movies that are too dark, but this one had a small element of perseverance that helped me swallow some of the dark parts.  All in all it was still very entertaining.  I had trouble putting it down, but some of the ""twists"" were fairly predictable.  I was so engrossed by the main character that I had to catch myself from thinking I had some of her same issues!  Some of the suspense was created by some slightly frustrating means (continually forgetting certain details, not realizing certain things about her past), but still made for a great book.  Not on my top 20 list, but I would still recommend it.  Plus, it's a fast read, so why not?",1,4,1,1,2,1,3,4,2,6
"946",0.9,"I wanted to love this book. Unfortunately I guessed who the murderer was when the character was introduced by Meagan. Am I a super sleuth or even a third tier Nancy Drew, nope it's that obvious. I think for me the rush of recovered memories at the end was disingenuous. Also the loving odes to Rachel's various alcoholic drinks were beyond tedious. I don't know if it was intended by the author and I am displaying my ignorance of a literary device but the drinks were a well established character. There were parts that were smart and I would become engaged, but then we were back on train sipping a G&T.",1,2,2,1,4,1,0,4,4,7
"949",3.9,"Up until the last 20 - 30 pages, I was all set to give this book 3 stars.  I thought it was well-written and kept my attention, however, I had a very difficult time with Rachel.  I don't have to like characters in a book, but I like to understand why they do the things they do ... so that I can at least have empathy for them if not sympathy.  But, in the end, I not only felt empathy for Rachel ... but sympathy as well ... and found myself really rooting for her.  I figure that's a pretty good book that can change my feelings about a main character so drastically.",0,4,0,2,3,1,1,3,0,7
"950",1.65,"I was excited to read this book because Amazon suggested it was similar to Gone Girl. However except for the multiple point of view format, the book is not great.I had to force myself to continue reading through the poor writing. I believe a good author would use descriptive words, not generalization of moods and character based on brands.( there was a lot of name dropping, was the author beings sponsored by these companies?)The book was shallow, the characters were shallow and I felt uncomfortable with the way women were depicted as weak victims and men as testosterone driven neanderthals.I loved the premise of the book, which is the only thing that kept me reading through the events and characters that were not clever or interesting.",2,3,0,1,2,0,2,4,3,8
"951",0.45,"I read ""The Girl on the Train"" entirely on the train--actually the subway--and it's a great, light read for my commute (unlike Rachel, I don't drink on the train, but I do love to read to pass the time!). It was a compelling premise--woman thinks she might have been witness to a crime, but doesn't remember due to alcoholic blackouts--and definitely passed the time entertainingly, although it did get a little repetitious in the last third of the story. The use of shifting narrators was clever, but not quite clever enough to stop me from figuring out the true killer ages before the denouement!",1,1,0,0,1,0,0,1,1,4
"952",6.65,"If you're looking for an easy, enjoyable read without too much depth, this book is for you.A decent novel by anyone's standards. Well written with the right amount of humor and wit. (British humor and language is always something I enjoy -- a break from the norm.)However, I don't see what all the rave is about. It's another Gone Girl in style and plot. Don't get me wrong, it was definitely a page turner and I often found myself wanting to get back to reading as soon as possible. But, in the end, I just did not love this book.I guess with all the hype about how great of a novel this was, I got my hopes up. High expectations and average quality make for a semi-letdown reader.",1,2,1,0,4,1,3,4,4,9
"954",1,"This debut novel is told via three first-person narrators, all female, one of whom is the title character.  I found Rachel, the alcoholic title character, sufficiently complex and believable; though her excessive drinking makes her somewhat contemptible, it also makes her human, and I was able to empathize with her.  (Rachel's drinking is a necessary plot element, as it prevents her from remembering critical events.)  What makes this a less impressive novel than ""Gone Girl"" is the novel's narration.  One narrator is somehow able to recount for readers what is happening to her as she dies.  The mystery surrounding her death is, however, suspenseful enough to make the novel an interesting read.",2,2,2,1,1,1,2,2,3,4
"956",2.2,"Interesting plot twist though by the time the book got there I had figured it out.  This story starts out very slow, and I nearly stopped reading out of boredom and thought about deleting it.  However, I stuck with it and the last half of the story was much better than the beginning.  I wish the entire novel would have read as well as the last portion.  I wouldn't call this one a ""must read"" but it wasn't a waste of time either.  If you have time to read the entire story in one or two sittings, it's probably worthwhile.  Otherwise, I would pass on this one and look for something that flows better.",0,2,1,0,0,1,0,0,2,2
"957",2.7,"Having truly hated the book ""Gone Girl"", I can't stand the comparisons many make. Yes, they both are dark, twisted mysteries with unlikeable protagonists; but, while I found GG to be predictable and without any redemption, I found ""The Girl on the Train"" to be engrossing and at least somewhat redeemable. I've given it 3-stars only because I found it a bit hard to follow the characters at first and all the time jumps. I wish I had listened to it on audiobook (which I basically never say!) as I hear it was a really astounding book to listen to and more clear with the use of 3 distinct voices.",0,1,0,0,1,1,0,1,0,2
"958",1.3,"Rachel, the girl on the train, has had a rough time of it.  She's definitely not where she thought she would be.  Rachel would ride the train to London every day for work, watching the houses as they passed.  One of the houses that she watched was the one that she use to share with her ex-husband.  Tom now shares that home with his former mistress, now his wife, and his infant daughter.  Four doors down, is a house just like hers use to be.  Rachel watches the couple in that house and creates an imaginary life for them in her mind.  She imagines their names, their love for each other, their life together.  Things are not as she imagines and as her drinking gets more and more out of hand, her bad decisions lead her down a dangerous path.",2,4,2,3,4,1,1,1,4,5
"959",1.35,"I am always drawn to stories told in first person and this book is a great one.  The story as it unfolds, is told by the three women in it.  These are real women---flawed but so human.  One has a problem with alcohol, one a problem with restlessness and fidelity and one has compromised for security and a ""dream"" life.  You will find yourself annoyed with them at times and at other times cheering for their small victories.  The story involves a disappearance of one of the women and how the other women and the men in their lives are all drawn into the mystery.  The plot is intriguing and clever the way it unfolds.  It builds to a great ending that ties everything and everyone together.  All questions come together and are answered.  I couldn't put the book down until I found out what happened!",0,2,0,1,3,1,1,3,2,5
"960",4.5,"I am reviewing this book in my husband's account as we share it and I am the one that purchased this book. I enjoyed the book overall and found it a quick and easy read. There were not many characters to follow which kept the ""mental effort"" a bit low at times and I found myself wishing the plot could have moved a bit more quickly. That's being said, I did enjoy the character development and final twist. I have loaned the book to several friends and everyone has enjoyed the read. I have read better books but many that are much worse!",0,2,0,1,3,1,0,4,1,4
"961",0.75,"I really enjoyed reading this book.  It kept my interest and I found myself looking for time to ""squeeze in"" a few more pages.  I actually finished itby reading late into the night under a ""sheet tent"" in bed so as not to wake my husband with the light from my Kindle. I did predict the ""bad guy"" early on, but I tend to do this with maddening accuracy on movies, books, or stories my friends relate to me.  The Girl On The Train did movingly portray the costly nature of alcoholism realistically from the alcoholic's viewpoint and her understanding of the frustration felt  by family, friends, and life bystanders.  All in all, an entertaining, easy read.",3,3,2,2,2,3,0,2,4,5
